"LOCATION ACCOUNT #","BUSINESS NAME","DBA NAME","STREET ADDRESS","CITY","ZIP CODE","LOCATION DESCRIPTION","MAILING ADDRESS","MAILING CITY","MAILING ZIP CODE","NAICS","PRIMARY NAICS DESCRIPTION","COUNCIL DISTRICT","LOCATION START DATE","LOCATION END DATE","LOCATION"
"0003392477-0001-1","GM MULTANI INC","WESTERN LA MARKET","7219 S WESTERN AVENUE","LOS ANGELES","90047-2252","7219 WESTERN 90047-2252",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/08/2023",,"POINT (-118.3093 33.974)"
"0003393203-0001-8","QUICK STOP CORPORATION","QUICKMART","216 E 6TH STREET","LOS ANGELES","90014-2119","216 6TH 90014-2119",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/01/2023",,"POINT (-118.2488 34.0443)"
"0003393829-0001-1","BINABARUA USA INC","BINA MARKET","904 1/2 N WESTERN AVENUE","LOS ANGELES","90029-3216","904 Western 90029-3216","5714 CARLTON WAY APT #4","LOS ANGELES","90028-6776","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","09/19/2023",,"POINT (-118.3088 34.0865)"
"0003395795-0001-5","WENDY J MELENDEZ RAMOS","SAN PEDRO MINI MARKET","4151 SAN PEDRO PLACE","LOS ANGELES","90011-2916","4151 SAN PEDRO 90011",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/01/2023",,"POINT (34.008 34.008)"
"0003399271-0001-8","LA ESQUINITA 99 CENT STORE LLC","LA ESQUINITA #2","300 S AVENUE 19","LOS ANGELES","90031-3207","300 AVENUE 19 90031-3207","300 S AVENUE 19 STREET","LOS ANGELES","90031","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/16/2023",,"POINT (-118.2197 34.0701)"
"0003399289-0001-8","NOELIA MENENDEZ","SNACKS & DAILY ESSENTIALS","6001 S VERMONT AVENUE","LOS ANGELES","90044-3760","6001 VERMONT 90044-3760","6001 S VERMONT AVENUE","LOS ANGELES","90044","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/01/2023",,"POINT (-118.2918 33.9856)"
"0003399898-0001-6","IRIS FARM MARKET","VIRGIL FARM MARKET 1","868 N VIRGIL AVENUE","LOS ANGELES","90029-2941","868 VIRGIL 90029-2941","868 N VIRGIL AVENUE","LOS ANGELES","90029","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/05/2023",,"POINT (-118.2867 34.0871)"
"0003401197-0001-4","TRHAGA","THRAGA","524 E MANCHESTER AVENUE","LOS ANGELES","90003-3525","524 Manchester 90003-3525","1239 W ROSECRANS AVENUE UNIT #35","GARDENA","90247-2574","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","11/16/2023",,"POINT (-118.2656 33.9601)"
"0003401274-0001-1","SEEVION CORPORATION",,"11906 VENICE BLVD","LOS ANGELES","90066-3906","11906 VENICE 90066-3906","11906 VENICE BLVD","LOS ANGELES","90066","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","09/02/2023",,"POINT (-118.4268 34.007)"
"0003401576-0001-5","CRN29 INVESTMENT GROUP INC","CAIRO 39","2853 CRENSHAW BLVD UNIT #B","LOS ANGELES","90016-3603","2853 CRENSHAW 90016-3603","11252 S NORMANDIE AVENUE SUITE #102","LOS ANGELES","90044-1300","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","11/20/2023",,"POINT (-118.3354 34.0305)"
"0003401789-0001-9","MARIA GOMEZ","LUPITA'S SNACK SHOP","125 E PICO BLVD","LOS ANGELES","90015-2505","125 PICO 90015-2505","125 E PICO BLVD","LOS ANGELES","90015","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/01/2023",,"POINT (-118.2601 34.0363)"
"0003402186-0001-3","ROBY GAHUNG","SAPA TRI DIA GROCERY","501 S NEW HAMPSHIRE AVENUE APT #458","LOS ANGELES","90020-1999","501 New Hampshire 90020-1999",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/2023",,"POINT (-118.2934 34.0646)"
"0003402315-0001-0","MARCO RIVERA","DISTRIBUIDORA DE PAN DOS HERMANAS","1921 8TH AVENUE","LOS ANGELES","90018-","1921 8TH 90018","1921 8TH AVENUE","LOS ANGELES","90018","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/01/2023",,
"0003402341-0001-2","KUSAKI MARKET CAFE LLC",,"2535 S BARRINGTON AVENUE","LOS ANGELES","90064-","2535 BARRINGTON 90064","2535 S BARRINGTON AVENUE","LOS ANGELES","90064","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/09/2023",,
"0003402724-0001-1","DAFNEY MINI MARTS",,"9317 AVALON BLVD","LOS ANGELES","90003-","9317 AVALON 90003","9317 AVALON BLVD","LOS ANGELES","90003","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/24/2017",,
"0003403042-0001-0","NORBERTO SANTAMARIA","EL ARCO OAXAQUENO DISTRIBUCION","1191 W 24TH STREET","LOS ANGELES","90007-1725","1191 24TH 90007-1725","5832 GREGORY AVENUE APT #204","LOS ANGELES","90038-3971","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","12/05/2023",,"POINT (-118.2862 34.0345)"
"0003403375-0001-9","MOHAMMED ENAMUL HOQUE","AL IMAN SUPER STORE","4350 NORMAL AVENUE","LOS ANGELES","90029-","4350 NORMAL 90029","4350 NORMAL AVENUE","LOS ANGELES","90029","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/11/2023",,
"0003404013-0001-1","TISA VENTURES LLC",,"424 W PICO BLVD","LOS ANGELES","90015-","424 PICO 90015",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/16/2023",,
"0003405523-0001-2","CERVECERIA MINI MARKET INC",,"1601 W 12TH STREET","LOS ANGELES","90015-","1601 12TH 90015","1601 W 12TH STREET","LOS ANGELES","90015","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","10/02/2023",,
"0003409582-0001-9","KHALED JAUMAA","FIGUEROA MARKET & TOBACCO","6901 S FIGUEROA STREET","LOS ANGELES","90003-1715","6901 FIGUEROA 90003-0000",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","12/22/2023",,"POINT (33.9772 33.9772)"
"0003412659-0001-3","BRIAN BOWMAN","AREA 51 MINI MART","1957 W MANCHESTER AVENUE","LOS ANGELES","90047-","1957 MANCHESTER 90047","26162 ORCHID DRIVE","HIGHLAND","92346","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/02/2024",,
"0003412768-0001-1","JUAN EVARISTO ITZEPLOPEZ",,"4124 S BROADWAY","LOS ANGELES","90037-2221","4124 BROADWAY 90037","34131 /2 N FIGUEROA STREET","LOS ANGELES","90065","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/01/2020",,"POINT (34.0086 34.0086)"
"0003412906-0001-6","TIENDA EL CHAPIN INC",,"1620 W 6TH STREET","LOS ANGELES","90017-1002","1620 6TH 90017-1002",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/18/2023",,
"0003413312-0001-0","BAI HUI HANG TRADING INC",,"665 N BROADWAY","LOS ANGELES","90012-2801","665 Broadway 90012-2801",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","01/08/2024",,"POINT (-118.2394 34.0602)"
"0003414484-0001-0","YONHI MARTINEZ ZUNIGA","NENA MINI MARKET","1356 E 41ST STREET SUITE #A","LOS ANGELES","90011-3302","1356 41st 90011-3302",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/17/2024",,"POINT (-118.2502 34.0088)"
"0003414507-0001-2","NOEMI TEJEDA","VICYS 99 AND MORE","4969 S CENTRAL AVENUE","LOS ANGELES","90011-4131","4969 Central 90011-4131",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/17/2024",,"POINT (-118.2568 33.9979)"
"0003416089-0001-4","ALEJANDRA CASTILLEJOS","GRANDES MINI MARKET","4350 MELROSE","LOS ANGELES","90029-","4350 MELROSE 90029","4350 MELROSE","LOS ANGELES","90029","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/01/2023",,
"0003416682-0001-1","LEONOR JAIMES SANCHEZ","TODO Y MAS MARKET","1774 E 92ND STREET","LOS ANGELES","90002-","1774 92ND 90002","8982 SAN GABRIEL AVENUE","SOUTH GATE","90280-3122","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/30/2022",,
"0003416791-0001-9","RICH MANAGEMENT","WHAT'S GOOD NEIGHBORHOOD MARKET AND CAFE","8501 S VERMONT AVENUE","LOS ANGELES","90044-","8501 VERMONT 90044","8501 S VERMONT AVENUE","LOS ANGELES","90044","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/01/2024",,
"0003416965-0001-2","HYUN SOO CHUNG","WATER Q","447 E EL SEGUNDO BLVD","LOS ANGELES","90061-2741","447 El Segundo 90061-2741",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","01/01/2024",,"POINT (-118.2655 33.917)"
"0003417854-0001-3","STEPHANIE RUIZ","STEPH'S MINI MARKET","6416 S NORMANDIE AVENUE","LOS ANGELES","90044-","6416 NORMANDIE 90044","6416 S NORMANDIE AVENUE","LOS ANGELES","90044","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","03/01/2024",,
"0003419617-0001-1","ALIKA FOODS LLC",,"3640 BARHAM BLVD APT #R209","LOS ANGELES","90068-","3640 BARHAM 90068","3640 BARHAM BLVD APT #R209","LOS ANGELES","90068","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/06/2023",,
"0003419672-0002-8","SUPER CENTER CONCEPTS, INC","SUPERIOR GROCERS 310","1831 W 3RD STREET","LOS ANGELES","90057-2301","1831 3RD 90057-2301","15510 CARMENITA ROAD","SANTA FE SPRINGS","90670-5610","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","02/05/2024",,
"0003420135-0001-9","SWEET LARCHMONT LLC","SWEET LADY JANE","203 N LARCHMONT","LOS ANGELES","90004-","203 LARCHMONT 90004","13850 DEL SUR STREET","SAN FERNANDO","91340-3440","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/01/2024",,
"0003422079-0001-8","BARTOLO HERNANDEZ","CORAZON MAYA","1819 W 6TH STREET UNIT #A","LOS ANGELES","90057-","1819 6TH 90057","1819 W 6TH STREET UNIT #A","LOS ANGELES","90057","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","02/01/2024",,
"0003422541-0001-1","KIOSK MART INC",,"807 E 12TH STREET SUITE #248","LOS ANGELES","90021-","807 12TH 90021","807 E 12TH STREET SUITE #248","LOS ANGELES","90021","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","03/01/2024",,
"0003425968-0001-5","ANDREWS AZTECA MARKET INC",,"4031 S MAIN STREET","LOS ANGELES","90037-1021","4031 MAIN 90037-1021","4031 S MAIN STREET","LOS ANGELES","90037","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/10/2024",,
"0003425968-0002-3","ANDREWS AZTECA MARKET INC","ANDREW'S AZTECA MARKET","926 S LOS ANGELES STREET SUITE #8","LOS ANGELES","90015-1772","926 LOS ANGELES 90015-1772",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","06/23/2025",,
"0003426281-0001-1","PEDRO VIVALDO","CRYSTAL MARKET","216 GLENDALE BLVD","LOS ANGELES","90026-","216 GLENDALE 90026","216 GLENDALE BLVD","LOS ANGELES","90026","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/01/2024",,
"0003426780-0001-7","TARN TARAN LLC","KING MARKET","735 E FLORENCE AVENUE","LOS ANGELES","90001-2300","735 FLORENCE 90001-2300","735 E FLORENCE AVENUE","LOS ANGELES","90001","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/01/2024",,"POINT (-118.2622 33.9749)"
"0003426896-0001-6","AKIM PRESTON","PINPOINT.GO","4323 CRENSHAW BLVD","LOS ANGELES","90008-","4323 CRENSHAW 90008","3201 W 43RD PLACE","LOS ANGELES","90008-5264","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","12/14/2023",,
"0003426943-0001-2","EL MARISCAZO HOUSE LLC",,"1408 W PICO BLVD","LOS ANGELES","90015-","1408 PICO 90015","1414 W PICO BLVD","LOS ANGELES","90015-2406","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","03/01/2024",,
"0003429496-0001-5","GRUBMARKET,INC",,"739 DECATUR STREET","LOS ANGELES","90021-1639","739 Decatur 90021-1639","739 DECATUR STREET","LOS ANGELES","90021-1639","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","09/01/2023",,"POINT (-118.2357 34.0334)"
"0003429504-0001-1","GABRIELA FLORES FARIAS","FLORES MINI MARKET & PARTY SUPPLIES","11200 COMPTON AVENUE","LOS ANGELES","90059-1808","11200 COMPTON 90059-1808",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","15","01/25/2022",,"POINT (-118.2461 33.9329)"
"0003430059-0001-2","YNJ INC","S&S MARKET","1752 E 92ND STREET","LOS ANGELES","90002-2403","1752 92ND 90002-2403","1752 E 92ND STREET","LOS ANGELES","90002-2403","445100","Grocery stores (including supermarkets & convenience stores without gas)","15","04/20/2024",,"POINT (-118.2417 33.9531)"
"0003430115-0001-8","PUBLIC PRODUCE LLC","LA GROCERY & CAFE","5059 MELROSE AVENUE","LOS ANGELES","90038-4115","5059 MELROSE 90038-4115","5059 MELROSE AVENUE","LOS ANGELES","90038-4115","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","02/29/2024",,"POINT (-118.3105 34.0838)"
"0003430505-0001-7","SERGIO MOLINA GALLEGOS","MISCELANEA ARCOIRIS","2753 W PICO BLVD","LOS ANGELES","90006-3913","2753 Pico 90006-3913",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","04/01/2024",,"POINT (-118.2991 34.0475)"
"0003431702-0001-7","S & T CENTRAL MARKET INC","CENTRAL CITY MARKET","10213 S CENTRAL AVENUE","LOS ANGELES","90002-3320","10213 Central 90002-3320",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/13/2024",,"POINT (-118.2545 33.9437)"
"0003432094-0001-9","LOS PAISAS MINI MART LLC","LOS PAISAS MINI MARKET","6618 HOLMES AVENUE","LOS ANGELES","90001-","6618 HOLMES 90001","6618 HOLMES AVENUE","LOS ANGELES","90001","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/01/2024",,
"0003434341-0001-6","FAM AYALA LLC","V&F MINI MARKET","2620 W SLAUSON AVENUE","LOS ANGELES","90043-3250","2620 SLAUSON 90043-3250","2620 W SLAUSON AVENUE","LOS ANGELES","90043-3250","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/01/2022",,
"0003434423-0001-6","GUZMAN INTERNATIONAL TRADE INC CO","NANCY’S MARKET & RESTAURANT","9622 S MAIN STREET","LOS ANGELES","90003-4134","9622 MAIN 90003-4134","9622 S MAIN STREET","LOS ANGELES","90003-4134","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/01/2024",,"POINT (-118.2736 33.9484)"
"0003435242-0001-0","BADSHAH LLC","LALA LAND MARKET","7631 S MAIN STREET","LOS ANGELES","90003-","7631 MAIN 90003","7631 S MAIN STREET","LOS ANGELES","90003","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","04/26/2024",,
"0003436487-0001-1","FRANCISCO AQUINO","OAXCALI MINI MARKET","4158 W PICO BLVD UNIT #100","LOS ANGELES","90019-4313","4158 Pico 90019-4313",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","06/11/2024",,"POINT (-118.3261 34.0474)"
"0003438614-0001-2","RODAS AND SON MARKET INC","BOONE’S MARKET","4101 CHEVY CHASE DRIVE","LOS ANGELES","90039-1223","4101 CHEVY CHASE 90039-1223","4101 CHEVY CHASE DRIVE","LOS ANGELES","90039-1223","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","09/10/2024",,"POINT (-118.2688 34.1336)"
"0003439211-0001-3","8TH STREET MINI MARKET",,"2833 W 8TH STREET SUITE #101","LOS ANGELES","90005-1289","2833 8th 90005-1289",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/18/2021",,"POINT (-118.2877 34.058)"
"0003439390-0001-6","RODAS AND SON MARKET INC","BOONE’S MARKET","4101 CHEVY CHASE DRIVE","LOS ANGELES","90039-","4101 CHEVY CHASE 90039","4101 CHEVY CHASE DRIVE","LOS ANGELES","90039","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/30/2024",,
"0003439587-0002-9","SMOKE CONNECTION LLC","SMOKE CONNECTION","3560 S LA CIENEGA BLVD","LOS ANGELES","90016-4400","3560 LA CIENEGA 90016-4400",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/06/2025",,"POINT (-118.3719 34.0228)"
"0003440401-0001-7","6 MARKET INC","APPLE MARKET","8646 S VERMONT AVENUE","LOS ANGELES","90044-4828","8646 Vermont 90044-4828",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","07/09/2024",,"POINT (-118.2915 33.9597)"
"0003444289-0001-5","77 MINI MARKET INC",,"12131 WASHINGTON PLACE","LOS ANGELES","90066-","12131 WASHINGTON 90066","12131 WASHINGTON PLACE","LOS ANGELES","90066","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/02/2024",,
"0003444682-0001-6","HAIDER M ALI","ALI MINI MARKET","4529 S VERMONT AVENUE","LOS ANGELES","90037-2904","4529 Vermont 90037-2904",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/18/2024",,"POINT (-118.2919 34.0018)"
"0003445087-0001-7","REV UNLIMITED LLC","DUFFL","2323 S HOOVER STREET UNIT #1","LOS ANGELES","90007-","2323 HOOVER 90007","2323 S HOOVER STREET UNIT #1","LOS ANGELES","90007","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/06/2024",,
"0003445694-0001-6","FOUR RK INC","7-ELEVEN STORE 25599B","4650 FRANKLIN AVENUE","LOS ANGELES","90027-4202","4650 Franklin 90027-4202","POST OFFICE BOX #139044","DALLAS","75313-9044","445100","Grocery stores (including supermarkets & convenience stores without gas)","4","07/30/2024",,"POINT (-118.2914 34.1052)"
"0003445829-0001-0","HANIBI CORPORATION","JULIE BAE","900 N SOTO STREET","LOS ANGELES","90033-1923","900 SOTO 90033-1923","2321 W 10TH STREET UNIT #207","LOS ANGELES","90006-2247","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","07/29/2024",,"POINT (-118.2041 34.0521)"
"0003447340-0001-0","BENITO G VALERIO JAVIER","ALI'S MINI MARKET","8322 COMPTON AVENUE","LOS ANGELES","90001-","8322 COMPTON 90001","8322 COMPTON AVENUE","LOS ANGELES","90001","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/22/2024",,
"0003448410-0001-4","PEDRO A MORALES MORALES","XELAJU NYC GROCERY","705 S ALVARADO STREET","LOS ANGELES","90057-","705 ALVARADO 90057","705 S ALVARADO STREET","LOS ANGELES","90057","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/30/2024",,
"0003448907-0001-3","COMPTON MARKET & LIQUOR INC",,"4187 COMPTON AVENUE","LOS ANGELES","90011-","4187 COMPTON 90011","4187 COMPTON AVENUE","LOS ANGELES","90011","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","03/14/2024",,
"0003449026-0001-0","WALL MART LLC","WALLMART","427 WALL STREET","LOS ANGELES","90013-1516","427 Wall 90013-1516",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","09/05/2024",,"POINT (-118.2451 34.0458)"
